,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
1186,Élson,Attacking Midfield,23,Palmeiras,Serie A,VfB Stuttgart,1.Bundesliga,5,1.2,1.5,2
1187,Damani Ralph,Centre-Forward,24,Chicago Fire,MLS,Rubin Kazan,Premier Liga,5,1.0,1.5,1
1188,Giannis Skopelitis,Defensive Midfield,26,Egaleo AO,Super League,Portsmouth,Premier League,5,0.8,1.5,2
1189,Atiba Hutchinson,Defensive Midfield,21,Östers IF, Sweden,Helsingborg,Allsvenskan,5,0.05,1.5,2
1190,Rigobert Song,Centre-Back,28,Lens,Ligue 1,Galatasaray,Süper Lig,5,0.75,1.5,3
1191,Gilberto,Central Midfield,28,São Caetano, Brazil,Hertha BSC,1.Bundesliga,5,0.75,1.5,2
1192,Jérémie Bréchet,Centre-Back,24,Inter,Serie A,Real Sociedad,LaLiga,5,0.75,1.5,3
1193,Ben Thatcher,Left-Back,28,Leicester,Championship,Man City,Premier League,5,0.75,1.5,3
1194,Sylvinho,Left-Back,30,Celta de Vigo,LaLiga2,FC Barcelona,LaLiga,5,0.75,1.5,3
1195,Facundo Quiroga,Centre-Back,26,Sporting CP,Liga NOS,VfL Wolfsburg,1.Bundesliga,5,0.75,1.5,3
1196,Michael Essien,Defensive Midfield,22,Olympique Lyon,Ligue 1,Chelsea,Premier League,6,19.0,38.0,2
1197,Shaun Wright-Phillips,Right Winger,23,Man City,Premier League,Chelsea,Premier League,6,9.5,31.5,1
1198,Sergio Ramos,Centre-Back,19,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,27.0,27.0,3
1199,Michael Owen,Centre-Forward,25,Real Madrid,LaLiga,Newcastle,Premier League,6,22.0,25.0,1
1200,Alberto Gilardino,Centre-Forward,23,Parma,Serie A,AC Milan,Serie A,6,20.0,25.0,1
1201,Robinho,Left Winger,21,Santos FC,Serie A,Real Madrid,LaLiga,6,25.0,24.0,1
1202,Patrick Vieira,Defensive Midfield,29,Arsenal,Premier League,Juventus,Serie A,6,35.0,20.0,2
1203,Júlio Baptista,Attacking Midfield,23,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,25.0,20.0,2
1204,Albert Luque,Left Winger,27,Dep. La Coruña,LaLiga,Newcastle,Premier League,6,20.0,20.0,1
1205,Maniche,Central Midfield,27,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,6,18.0,16.0,2
1206,Wálter Samuel,Centre-Back,27,Real Madrid,LaLiga,Inter,Serie A,6,17.0,16.0,3
1207,Fred,Centre-Forward,21,Cruzeiro,Serie A,Olympique Lyon,Ligue 1,6,7.5,15.6,1
1208,Jermaine Jenas,Central Midfield,22,Newcastle,Premier League,Spurs,Premier League,6,9.0,15.0,2
1209,Aleksandr Hleb,Attacking Midfield,24,VfB Stuttgart,1.Bundesliga,Arsenal,Premier League,6,8.5,15.0,2
1210,Asier del Horno,Left-Back,24,Athletic Bilbao,LaLiga,Chelsea,Premier League,6,12.0,12.0,3
1211,David Pizarro,Central Midfield,25,Udinese Calcio,Serie A,Inter,Serie A,6,12.0,12.0,2
1212,David Villa,Centre-Forward,23,Real Zaragoza,LaLiga,Valencia CF,LaLiga,6,12.0,12.0,1
1213,Mohamed Sissoko,Defensive Midfield,20,Valencia CF,LaLiga,Liverpool,Premier League,6,4.0,12.0,2
1214,Javier Mascherano,Defensive Midfield,21,River Plate,Torneo Final,Corinthians,Série A,6,11.8,11.8,2
1215,Dean Ashton,Centre-Forward,22,Norwich,Championship,West Ham,Premier League,6,6.5,10.89,1
1216,Peter Crouch,Centre-Forward,24,Southampton,Championship,Liverpool,Premier League,6,10.5,10.5,1
1217,Nemanja Vidic<U+200E>,Centre-Back,24,Spartak Moscow,Premier Liga,Man Utd,Premier League,6,8.5,10.5,3
1218,Theo Walcott,Right Winger,16,Southampton,Championship,Arsenal,Premier League,6,2.5,10.5,1
1219,Lucho González,Central Midfield,24,River Plate,Torneo Final,FC Porto,Liga NOS,6,6.0,10.25,2
1220,Tiago,Central Midfield,24,Chelsea,Premier League,Olympique Lyon,Ligue 1,6,10.0,10.1,2
1221,Luca Toni,Centre-Forward,28,US Palermo,Serie A,Fiorentina,Serie A,6,15.0,10.0,1
1222,Luís Fabiano,Centre-Forward,24,FC Porto,Liga NOS,Sevilla FC,LaLiga,6,10.0,10.0,1
1223,Georgios Seitaridis,Right-Back,24,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,6,8.0,10.0,3
1224,Emmanuel Adebayor,Centre-Forward,21,Monaco,Ligue 1,Arsenal,Premier League,6,7.5,10.0,1
1225,Martin Petrov,Left Winger,26,VfL Wolfsburg,1.Bundesliga,Atlético Madrid,LaLiga,6,7.0,10.0,1
1226,Pepe Reina,Goalkeeper,22,Villarreal CF,LaLiga,Liverpool,Premier League,6,4.5,9.8,4
1227,Yakubu Aiyegbeni,Centre-Forward,22,Portsmouth,Premier League,Middlesbrough,Premier League,6,9.5,9.75,1
1228,Mateja Kezman,Centre-Forward,26,Chelsea,Premier League,Atlético Madrid,LaLiga,6,13.5,9.0,1
1229,Andy van der Meyde,Right Winger,25,Inter,Serie A,Everton,Premier League,6,12.5,9.0,1
1230,Scott Parker,Central Midfield,24,Chelsea,Premier League,Newcastle,Premier League,6,11.0,9.0,2
1231,Klaas-Jan Huntelaar,Centre-Forward,22,Heerenveen,Eredivisie,AFC Ajax,Eredivisie,6,4.75,9.0,1
1232,Milan Baros,Centre-Forward,23,Liverpool,Premier League,Aston Villa,Premier League,6,17.5,8.84,1
1233,Daniel Agger,Centre-Back,21,Bröndby IF,Superligaen,Liverpool,Premier League,6,0.4,8.76,3
1234,Marek Jankulovski,Left-Back,28,Udinese Calcio,Serie A,AC Milan,Serie A,6,20.0,8.5,3
1235,Valérien Ismaël,Centre-Back,29,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,6,8.5,8.5,3
1236,Bonaventure Kalou,Right Winger,27,AJ Auxerre,Ligue 1,Paris SG,Ligue 1,6,7.5,8.5,1
1237,Georgios Samaras,Left Winger,20,Heerenveen,Eredivisie,Man City,Premier League,6,3.0,8.5,1
1238,Miguel,Right-Back,25,Benfica,Liga NOS,Valencia CF,LaLiga,6,15.0,8.0,3
1239,Andrea Caracciolo,Centre-Forward,23,Brescia,Serie B,US Palermo,Serie A,6,8.0,8.0,1
1240,Patrice Evra,Left-Back,24,Monaco,Ligue 1,Man Utd,Premier League,6,6.5,8.0,3
1241,Stephen Appiah,Central Midfield,24,Juventus,Serie A,Fenerbahce,Süper Lig,6,6.0,8.0,2
1242,Fernandinho,Defensive Midfield,20,Atlético-PR,Serie A,Shakhtar D.,Premier Liga,6,0.5,7.8,2
1243,Giorgio Chiellini,Centre-Back,20,Fiorentina,Serie A,Juventus,Serie A,6,9.0,7.7,3
1244,John Carew,Centre-Forward,25,Besiktas,Süper Lig,Olympique Lyon,Ligue 1,6,7.0,7.6,1
1245,Jon Dahl Tomasson,Centre-Forward,28,AC Milan,Serie A,VfB Stuttgart,1.Bundesliga,6,15.0,7.5,1
1246,Craig Bellamy,Left Winger,26,Newcastle,Premier League,Blackburn,Premier League,6,9.0,7.5,1
1247,Benoît Pedretti,Defensive Midfield,24,Marseille,Ligue 1,Olympique Lyon,Ligue 1,6,9.0,7.5,2
1248,Domenico Morfeo,Attacking Midfield,29,Inter,Serie A,Parma,Serie A,6,6.0,7.5,2
1249,Stephen Makinwa,Centre-Forward,22,Atalanta,Serie B,US Palermo,Serie A,6,5.0,7.5,1
1250,Ji-seong Park,Attacking Midfield,24,PSV Eindhoven,Eredivisie,Man Utd,Premier League,6,5.0,7.3,2
1251,Mamadou Niang,Centre-Forward,25,R. Strasbourg,Ligue 1,Marseille,Ligue 1,6,5.0,7.0,1
1252,Kevin Kuranyi,Centre-Forward,23,VfB Stuttgart,1.Bundesliga,FC Schalke 04,1.Bundesliga,6,8.0,6.9,1
1253,Per Kröldrup,Centre-Back,25,Udinese Calcio,Serie A,Everton,Premier League,6,7.0,6.8,3
1254,Frédéric Kanouté,Centre-Forward,27,Spurs,Premier League,Sevilla FC,LaLiga,6,7.5,6.5,1
1255,Henri Camara,Centre-Forward,28,Wolves,Championship,Wigan,Premier League,6,3.5,6.45,1
1256,Jan Kromkamp,Right-Back,24,AZ Alkmaar,Eredivisie,Villarreal CF,LaLiga,6,8.0,6.0,3
1257,John Utaka,Left Winger,23,Lens,Ligue 1,Stade Rennais,Ligue 1,6,7.0,6.0,1
1258,Camel Meriem,Attacking Midfield,25,G. Bordeaux,Ligue 1,Monaco,Ligue 1,6,6.0,6.0,2
1259,Benjani,Centre-Forward,27,AJ Auxerre,Ligue 1,Portsmouth,Premier League,6,4.0,6.0,1
1260,Joseph Enakarhire,Centre-Back,22,Sporting CP,Liga NOS,Dinamo Moscow,Premier Liga,6,2.25,6.0,3
1261,Manuel Pasqual,Left-Back,23,Arezzo,Serie B,Fiorentina,Serie A,6,1.7,6.0,3
1262,Valon Behrami,Defensive Midfield,20,Genoa,Serie C - A,Lazio,Serie A,6,0.5,6.0,2
1263,Emerson Sheik,Left Winger,26,Urawa Reds,J1 League,Al Sadd, Qatar,6,3.0,6.0,1
1264,Antonio Cassano,Second Striker,23,AS Roma,Serie A,Real Madrid,LaLiga,6,2.75,5.5,1
1265,Riccardo Montolivo,Defensive Midfield,20,Atalanta,Serie B,Fiorentina,Serie A,6,5.0,5.5,2
1266,Markus Rosenberg,Centre-Forward,22,Malmö FF,Allsvenskan,AFC Ajax,Eredivisie,6,5.5,5.3,1
1267,Phil Neville,Right-Back,28,Man Utd,Premier League,Everton,Premier League,6,5.0,5.3,3
1268,Simon Davies,Right Midfield,25,Spurs,Premier League,Everton,Premier League,6,5.5,5.25,2
1269,Rafael van der Vaart,Attacking Midfield,22,AFC Ajax,Eredivisie,Hamburger SV,1.Bundesliga,6,2.55,5.1,2
1270,Emre Belözoglu,Central Midfield,24,Inter,Serie A,Newcastle,Premier League,6,12.0,5.0,2
1271,Torsten Frings,Defensive Midfield,28,Bayern Munich ,1.Bundesliga,Werder Bremen,1.Bundesliga,6,9.0,5.0,2
1272,Maxi Rodríguez,Left Winger,24,Espanyol,LaLiga,Atlético Madrid,LaLiga,6,7.0,5.0,1
1273,Timmy Simons,Defensive Midfield,28,Club Brugge,Jupiler Pro League,PSV Eindhoven,Eredivisie,6,5.0,5.0,2
1274,Sylvain Monsoreau,Centre-Back,24,FC Sochaux,Ligue 1,Olympique Lyon,Ligue 1,6,5.0,5.0,3
1275,Jô,Centre-Forward,18,Corinthians,Serie A,CSKA Moscow,Premier Liga,6,5.0,5.0,1
1276,Rafinha,Right-Back,19,Coritiba FC,Serie A,FC Schalke 04,1.Bundesliga,6,4.5,5.0,3
1277,Jérémy Mathieu,Centre-Back,21,FC Sochaux,Ligue 1,Toulouse,Ligue 1,6,3.5,5.0,3
1278,Carlos Diogo,Right-Back,21,River Plate,Torneo Final,Real Madrid,LaLiga,6,2.5,5.0,3
1279,Thomas Kahlenberg,Central Midfield,22,Bröndby IF,Superligaen,AJ Auxerre,Ligue 1,6,1.5,5.0,2
1280,Barreto,Second Striker,19,Treviso,Serie A,Udinese Calcio,Serie A,6,1.0,5.0,1
1281,Michele Canini,Centre-Back,20,Atalanta,Serie B,Cagliari Calcio,Serie A,6,0.25,5.0,3
1282,El-Hadji Diouf,Centre-Forward,24,Liverpool,Premier League,Bolton,Premier League,6,6.5,4.8,1
1283,Wilfred Bouma,Left-Back,27,PSV Eindhoven,Eredivisie,Aston Villa,Premier League,6,5.0,4.7,3
1284,Tom Huddlestone,Defensive Midfield,18,Derby,Championship,Spurs,Premier League,6,4.7,4.7,2
1285,Mikael Forssell,Centre-Forward,24,Chelsea,Premier League,Birmingham,Premier League,6,7.0,4.5,1
1286,Mozart,Defensive Midfield,25,Reggina,Serie A,Spartak Moscow,Premier Liga,6,5.0,4.5,2
1287,Igor Semshov,Central Midfield,27,Torpedo Moscow,Premier Liga,Dinamo Moscow,Premier Liga,6,4.0,4.5,2
1288,Martin Stranzl,Centre-Back,25,VfB Stuttgart,1.Bundesliga,Spartak Moscow,Premier Liga,6,3.5,4.5,3
1289,Darren Bent,Centre-Forward,21,Ipswich,Championship,Charlton,Premier League,6,3.5,4.5,1
1290,Nathan Ellington,Centre-Forward,24,Wigan,Premier League,West Brom,Premier League,6,2.25,4.5,1
1291,Lima,Centre-Forward,23,Atlético-PR,Serie A,Ittihad, Saudi Arabia,6,0.2,4.5,1
1292,Lassana Diarra,Defensive Midfield,20,AC Le Havre,Ligue 2,Chelsea,Premier League,6,2.25,4.5,2
1293,Shunsuke Nakamura,Attacking Midfield,27,Reggina,Serie A,Celtic,Premiership,6,2.1,4.2,2
1294,Emiliano Bonazzoli,Centre-Forward,26,Reggina,Serie A,Parma,Serie A,6,2.075,4.15,1
1295,Robert Earnshaw,Centre-Forward,24,West Brom,Premier League,Norwich,Championship,6,5.3,4.13,1
1296,Costinha,Defensive Midfield,30,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,6,15.0,4.0,2
1297,Per Kröldrup,Centre-Back,26,Everton,Premier League,Fiorentina,Serie A,6,7.25,4.0,3
1298,Cicinho,Right-Back,25,São Paulo,Serie A,Real Madrid,LaLiga,6,5.0,4.0,3
1299,Edwin van der Sar,Goalkeeper,34,Fulham,Premier League,Man Utd,Premier League,6,4.75,4.0,4
1300,Pablo García,Defensive Midfield,28,CA Osasuna,LaLiga,Real Madrid,LaLiga,6,4.25,4.0,2
1301,Simon Vukcevic,Right Winger,19,Partizan,SuperLiga,Saturn,Premier Liga,6,4.0,4.0,1
1302,Reinaldo,Centre-Forward,26,Paris SG,Ligue 1,Kashiwa Reysol,J1 League,6,4.0,4.0,1
1303,Andreas Ivanschitz,Attacking Midfield,22,Rapid Vienna,Bundesliga,RB Salzburg,Bundesliga,6,3.8,4.0,2
1304,Vladimir Bystrov,Right Midfield,21,Zenit S-Pb,Premier Liga,Spartak Moscow,Premier Liga,6,3.3,4.0,2
1305,Eduardo Costa,Defensive Midfield,22,Marseille,Ligue 1,Espanyol,LaLiga,6,3.0,4.0,2
1306,Lorik Cana,Centre-Back,22,Paris SG,Ligue 1,Marseille,Ligue 1,6,2.8,4.0,3
1307,Mike Hanke,Centre-Forward,21,FC Schalke 04,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,6,1.75,4.0,1
1308,Alex Song,Defensive Midfield,17,SC Bastia,Ligue 2,Arsenal,Premier League,6,1.25,4.0,2
1309,Aleksandr Samedov,Right Winger,20,Spartak Moscow,Premier Liga,Loko Moscow,Premier Liga,6,0.15,4.0,1
1310,Patrick Müller,Centre-Back,29,FC Basel,Super League,Olympique Lyon,Ligue 1,6,3.0,3.8,3
1311,Yossi Benayoun,Right Winger,25,Racing,LaLiga,West Ham,Premier League,6,4.0,3.75,1
1312,Tolga Seyhan,Centre-Back,28,Trabzonspor,Süper Lig,Shakhtar D.,Premier Liga,6,3.5,3.75,3
1313,Paul Scharner,Centre-Back,25,SK Brann,Eliteserien,Wigan,Premier League,6,3.0,3.67,3
1314,Darius Vassell,Centre-Forward,25,Aston Villa,Premier League,Man City,Premier League,6,5.75,3.6,1
1315,Elvis Abbruscato,Centre-Forward,25,Arezzo,Serie B,Torino,Serie B,6,0.7,3.6,1
1316,Ewerthon,Centre-Forward,24,Bor. Dortmund,1.Bundesliga,Real Zaragoza,LaLiga,6,12.0,3.5,1
1317,Aílton,Centre-Forward,32,FC Schalke 04,1.Bundesliga,Besiktas,Süper Lig,6,8.0,3.5,1
1318,Deivid,Centre-Forward,25,Santos FC,Serie A,Sporting CP,Liga NOS,6,3.5,3.5,1
1319,Grzegorz Rasiak,Centre-Forward,26,Derby,Championship,Spurs,Premier League,6,3.5,3.5,1
1320,Thiago Silva,Centre-Back,20,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,6,3.5,3.5,3
1321,Alberto Rivera,Central Midfield,27,Levante UD,LaLiga2,Real Betis,LaLiga,6,0.8,3.5,2
1322,Jonás Gutiérrez,Left Midfield,22,Vélez Sarsfield,Torneo Final,RCD Mallorca,LaLiga,6,1.75,3.5,2
1323,Pablo Zabaleta,Right-Back,20,San Lorenzo,Torneo Final,Espanyol,LaLiga,6,1.75,3.5,3
1324,Bryan Bergougnoux,Attacking Midfield,22,Olympique Lyon,Ligue 1,Toulouse,Ligue 1,6,1.7,3.4,2
1325,Tomas Jun,Second Striker,22,Sparta Praha,HET Liga,Trabzonspor,Süper Lig,6,1.625,3.25,1
1326,Danny Murphy,Central Midfield,28,Charlton,Premier League,Spurs,Premier League,6,5.3,3.21,2
1327,Vikash Dhorasoo,Central Midfield,31,AC Milan,Serie A,Paris SG,Ligue 1,6,4.0,3.2,2
1328,Maciej Zurawski,Centre-Forward,28,Wisla Kraków,Ekstraklasa,Celtic,Premiership,6,1.55,3.1,1
1329,Clinton Morrison,Centre-Forward,26,Birmingham,Premier League,Crystal Palace,Championship,6,7.0,3.0,1
1330,Jesper Grönkjaer,Left Winger,27,Atlético Madrid,LaLiga,VfB Stuttgart,1.Bundesliga,6,6.5,3.0,1
1331,Santos,Centre-Forward,26,FC Sochaux,Ligue 1,Toulouse,Ligue 1,6,6.5,3.0,1
1332,Aruna Dindane,Second Striker,24,RSC Anderlecht,Jupiler Pro League,Lens,Ligue 1,6,5.0,3.0,1
1333,Albert Riera,Left Winger,23,G. Bordeaux,Ligue 1,Espanyol,LaLiga,6,4.75,3.0,1
1334,Alou Diarra,Defensive Midfield,23,Liverpool,Premier League,Lens,Ligue 1,6,4.0,3.0,2
1335,Frédéric Piquionne,Centre-Forward,26,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,6,4.0,3.0,1
1336,Pascal Feindouno,Right Winger,24,G. Bordeaux,Ligue 1,Saint-Étienne,Ligue 1,6,4.0,3.0,1
1337,Fabrice Pancrate,Right Winger,25,Le Mans,Ligue 1,Paris SG,Ligue 1,6,4.0,3.0,1
1338,Grzegorz Rasiak,Centre-Forward,26,Spurs,Premier League,Southampton,Championship,6,3.5,3.0,1
1339,Andrew O'Brien,Centre-Back,26,Newcastle,Premier League,Portsmouth,Premier League,6,3.5,3.0,3
1340,Abou Diaby,Central Midfield,19,AJ Auxerre,Ligue 1,Arsenal,Premier League,6,3.0,3.0,2
1341,Mohamed Zidan,Second Striker,23,FC Midtjylland,Superligaen,Werder Bremen,1.Bundesliga,6,3.0,3.0,1
1342,Erik Edman,Left-Back,26,Spurs,Premier League,Stade Rennais,Ligue 1,6,3.0,3.0,3
1343,David Rozehnal,Centre-Back,25,Club Brugge,Jupiler Pro League,Paris SG,Ligue 1,6,2.5,3.0,3
1344,Sergey Semak,Central Midfield,29,Paris SG,Ligue 1,FK Moskau,Premier Liga,6,2.5,3.0,2
1345,Hossam Ghaly,Central Midfield,24,Feyenoord,Eredivisie,Spurs,Premier League,6,2.5,3.0,2
1346,Moumouni Dagano,Centre-Forward,24,Guingamp,Ligue 2,FC Sochaux,Ligue 1,6,2.5,3.0,1
1347,Luis García,Central Midfield,24,RCD Mallorca,LaLiga,Espanyol,LaLiga,6,2.5,3.0,2
1348,Marcus Bent,Centre-Forward,27,Everton,Premier League,Charlton,Premier League,6,2.25,3.0,1
1349,Wayne Routledge,Left Winger,20,Crystal Palace,Championship,Spurs,Premier League,6,2.25,3.0,1
1350,Emir Spahic,Centre-Back,25,Torpedo Moscow,Premier Liga,Loko Moscow,Premier Liga,6,2.0,3.0,3
1351,David Connolly,Centre-Forward,28,Leicester,Championship,Wigan,Premier League,6,2.0,3.0,1
1352,Leonardo Pisculichi,Attacking Midfield,21,Argentinos,Torneo Final,RCD Mallorca,LaLiga,6,1.75,3.0,2
1353,Claudio Maldonado,Defensive Midfield,26,Cruzeiro,Serie A,Santos FC,Série A,6,1.5,3.0,2
1354,Carlos Vela,Right Winger,16,Chivas, Mexico,Arsenal,Premier League,6,1.0,3.0,1
1355,Alessandro Gamberini,Centre-Back,23,Bologna,Serie B,Fiorentina,Serie A,6,0.3,3.0,3
1356,Amr Zaki,Centre-Forward,22,Enppi,Premier League,Loko Moscow,Premier Liga,6,1.5,3.0,1
1357,Sebastián Taborda,Centre-Forward,24,Defensor, Uruguay,Dep. La Coruña,LaLiga,6,1.5,3.0,1
1358,Aleksandr Anyukov,Right-Back,22,KS Samara,Premier Liga,Zenit S-Pb,Premier Liga,6,1.5,3.0,3
1359,Leandro Fernández,Centre-Back,22,River Plate,Torneo Final,Dinamo Moscow,Premier Liga,6,1.5,3.0,3
1360,Aritz Aduriz,Centre-Forward,24,Real Valladolid,LaLiga2,Athletic Bilbao,LaLiga,6,1.5,3.0,1
1361,Mikel Arteta,Central Midfield,23,Real Sociedad,LaLiga,Everton,Premier League,6,1.4,2.8,2
1362,Emanuel Pogatetz,Centre-Back,22,Bay. Leverkusen,1.Bundesliga,Middlesbrough,Premier League,6,3.0,2.71,3
1363,Jon Stead,Centre-Forward,22,Blackburn,Premier League,Sunderland,Premier League,6,3.0,2.7,1
1364,Julio dos Santos,Central Midfield,22,Cerro Porteño, Paraguay,Bayern Munich ,1.Bundesliga,6,2.0,2.7,2
1365,Yaya Touré,Central Midfield,22,Metalurh D.,Premier Liga,Olympiacos,Super League,6,2.0,2.7,2
1366,Ade Akinbiyi,Centre-Forward,31,Burnley,Championship,Sheffield Utd.,Championship,6,1.315,2.63,1
1367,Kléberson,Central Midfield,26,Man Utd,Premier League,Besiktas,Süper Lig,6,5.5,2.6,2
1368,Enzo Maresca,Central Midfield,25,Juventus,Serie A,Sevilla FC,LaLiga,6,7.5,2.5,2
1369,França,Centre-Forward,29,Bay. Leverkusen,1.Bundesliga,Kashiwa Reysol,J1 League,6,5.0,2.5,1
1370,Luis Jiménez,Attacking Midfield,21,Ternana,Serie B,Fiorentina,Serie A,6,4.0,2.5,2
1371,Shinji Ono,Attacking Midfield,26,Feyenoord,Eredivisie,Urawa Reds,J1 League,6,3.75,2.5,2
1372,Wesley Sonck,Centre-Forward,26,AFC Ajax,Eredivisie,Bor. M'gladbach,1.Bundesliga,6,3.5,2.5,1
1373,Thimothée Atouba,Left-Back,23,Spurs,Premier League,Hamburger SV,1.Bundesliga,6,3.0,2.5,3
1374,Nicolás Frutos,Centre-Forward,24,Independiente,Torneo Final,RSC Anderlecht,Jupiler Pro League,6,3.0,2.5,1
1375,Lukas Zelenka,Attacking Midfield,26,Sparta Praha,HET Liga,Manisaspor,Süper Lig,6,2.5,2.5,2
1376,Nuno Espírito Santo,Goalkeeper,31,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,6,2.5,2.5,4
1377,Takayuki Suzuki,Centre-Forward,29,Kashima Antlers,J1 League,Red Star,SuperLiga,6,2.5,2.5,1
1378,Bakari Koné,Right Winger,23,FC Lorient,Ligue 2,OGC Nice,Ligue 1,6,2.25,2.5,1
1379,Luciano Galletti,Right Winger,25,Real Zaragoza,LaLiga,Atlético Madrid,LaLiga,6,2.0,2.5,1
1380,Nunes,Centre-Back,28,Braga,Liga NOS,RCD Mallorca,LaLiga,6,1.5,2.5,3
1381,Mark González,Left Winger,20,Albacete,LaLiga2,Liverpool,Premier League,6,1.5,2.5,1
1382,Ron Vlaar,Centre-Back,20,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,6,1.5,2.5,3
1383,Morten Skoubo,Centre-Forward,25,Bröndby IF,Superligaen,Real Sociedad,LaLiga,6,1.25,2.5,1
1384,Jorge Luís,Left-Back,29,Braga,Liga NOS,Dinamo Moscow,Premier Liga,6,1.0,2.5,3
1385,Bostjan Cesar,Centre-Back,22,Dinamo Zagreb,1.HNL,Marseille,Ligue 1,6,1.0,2.5,3
1386,Quincy Owusu-Abeyie,Left Winger,19,Arsenal,Premier League,Spartak Moscow,Premier Liga,6,0.75,2.5,1
1387,Felipe,Left Winger,27,Fluminense,Serie A,Al Sadd, Qatar,6,1.25,2.5,1
1388,Federico Insúa,Attacking Midfield,25,Independiente,Torneo Final,Boca Juniors,Torneo Final,6,1.24,2.48,2
1389,Naldo,Centre-Back,22,Juventude,Serie A,Werder Bremen,1.Bundesliga,6,2.75,2.4,3
1390,Garry O'Connor,Centre-Forward,22,Hibernian FC,Premiership,Loko Moscow,Premier Liga,6,2.0,2.4,1
1391,Lisandro López,Centre-Forward,22,Racing Club,Torneo Final,FC Porto,Liga NOS,6,1.15,2.3,1
1392,Michael Brown,Central Midfield,28,Spurs,Premier League,Fulham,Premier League,6,3.0,2.3,2
1393,Nolberto Solano,Right Midfield,31,Aston Villa,Premier League,Newcastle,Premier League,6,1.125,2.25,2
1394,Paul Konchesky,Left-Back,24,Charlton,Premier League,West Ham,Premier League,6,3.5,2.25,3
1395,Diomansy Kamara,Right Winger,24,Modena,Serie B,West Brom,Premier League,6,2.5,2.25,1
1396,Darren Carter,Central Midfield,21,Birmingham,Premier League,West Brom,Premier League,6,2.25,2.25,2
1397,Marek Heinz,Centre-Forward,28,Bor. M'gladbach,1.Bundesliga,Galatasaray,Süper Lig,6,1.5,2.25,1
1398,Damien Francis,Central Midfield,26,Norwich,Championship,Wigan,Premier League,6,0.55,2.25,2
1399,John Welsh,Central Midfield,21,Liverpool,Premier League,Hull City,Championship,6,0.25,2.25,2
1400,Gustavo Nery,Left-Back,27,Werder Bremen,1.Bundesliga,Corinthians,Série A,6,2.5,2.2,3
1401,Ivica Dragutinovic,Centre-Back,29,Standard Liège,Jupiler Pro League,Sevilla FC,LaLiga,6,1.05,2.1,3
1402,Santiago Solari,Left Midfield,28,Real Madrid,LaLiga,Inter,Serie A,6,7.0,2.0,2
1403,Nuno Valente,Left-Back,30,FC Porto,Liga NOS,Everton,Premier League,6,5.0,2.0,3
1404,Young-pyo Lee,Left-Back,28,PSV Eindhoven,Eredivisie,Spurs,Premier League,6,4.0,2.0,3
1405,Rabiu Afolabi,Centre-Back,25,Austria Vienna,Bundesliga,FC Sochaux,Ligue 1,6,3.8,2.0,3
1406,Tomasz Frankowski,Centre-Forward,31,Elche CF,LaLiga2,Wolves,Championship,6,3.75,2.0,1
1407,Patrick Owomoyela,Right-Back,25,Arm. Bielefeld,1.Bundesliga,Werder Bremen,1.Bundesliga,6,3.25,2.0,3
1408,João Alves,Central Midfield,24,Braga,Liga NOS,Sporting CP,Liga NOS,6,3.0,2.0,2
1409,Sébastien Mazure,Centre-Forward,26,SM Caen,Ligue 2,Saint-Étienne,Ligue 1,6,3.0,2.0,1
1410,Sasa Ilic,Central Midfield,27,Partizan,SuperLiga,Galatasaray,Süper Lig,6,3.0,2.0,2
1411,Miguel Ángel,Defensive Midfield,26,Málaga CF,LaLiga,Real Betis,LaLiga,6,2.0,2.0,2
1412,Chun-soo Lee,Second Striker,23,Real Sociedad,LaLiga,Ulsan," Korea, South",6,2.0,2.0,1
1413,Martin Kamburov,Centre-Forward,25,Lok. Plovdiv, Bulgaria,Al Ahli, Qatar,6,2.0,2.0,1
1414,Javier Arizmendi,Centre-Forward,21,Atlético Madrid,LaLiga,Dep. La Coruña,LaLiga,6,1.5,2.0,1
1415,Marián Had,Centre-Back,23,Zbrojovka Brno,HET Liga,Loko Moscow,Premier Liga,6,1.25,2.0,3
1416,Martin Andresen,Central Midfield,28,Stabaek IF,OBOS-ligaen,SK Brann,Eliteserien,6,1.25,2.0,2
1417,Eldin Jakupovic,Goalkeeper,21,Grasshoppers,Super League,Loko Moscow,Premier Liga,6,0.75,2.0,4
1418,Anthony Seric,Left-Back,26,Lazio,Serie A,Panathinaikos,Super League,6,0.6,2.0,3
1419,Danny Gabbidon,Centre-Back,25,Cardiff,Championship,West Ham,Premier League,6,0.6,2.0,3
1420,James Collins,Centre-Back,21,Cardiff,Championship,West Ham,Premier League,6,0.6,2.0,3
